Name,R_Gal,e_Rm,e_Rp,Te,e_Te
G013.989-0.120,5.245750654327759,0.2893852796549483,0.2938873310424208,6500.0,800.0
G014.489+0.021,6.000807433413338,0.21693406962026707,0.21312700037343557,6600.0,1200.0
G014.597+0.020,6.247032168803342,0.5663409657729623,0.5684045037593046,4400.0,1000.0
G014.619+0.118,5.258889494518527,0.40037596711230705,0.4064528336885491,5800.0,1600.0
G015.137-0.529,6.905908423485484,0.6652491087217687,0.6555576627309518,5300.0,1300.0
G015.189-0.599,6.735483394881303,0.6209160522418751,0.6384341985023285,8100.0,1800.0
G015.205-0.627,6.82097348961688,0.6407285700113601,0.6494416759135921,6900.0,1600.0
G015.075-0.122,4.694622091568803,1.0314486221139836,1.105259772491447,5200.0,1500.0
G015.035-0.677,6.290066723934102,0.09248980166398457,0.09609557284022596,7800.0,400.0
G014.994-0.739,6.383837171628047,0.1786824606150752,0.1792435439021709,9200.0,700.0
G016.944-0.074,8.402908777571641,1.4933055326642553,1.4811461674768402,5700.0,700.0
G016.442-0.197,5.031961540116533,0.2918698779813953,0.30371332948652974,6800.0,1000.0
G018.304-0.390,5.522438392273121,0.250556171105635,0.253017232694539,5200.0,400.0
G018.149-0.282,4.4076551016981025,0.3380390565563447,0.34616156829183975,8400.0,800.0
G018.885-0.507,3.828491459794792,0.3485853758329882,0.3644413698435458,4300.0,500.0
G019.609-0.235,5.686029142516036,1.09046950545165,1.123789897969349,6400.0,300.0
G019.490+0.135,7.209214182822444,1.3348846135424042,1.3059920527101037,8000.0,900.0
G019.742+0.281,7.233492888477855,0.5353231066680042,0.5755695186670104,4200.0,900.0
G019.075-0.287,3.839719562975662,0.347960589685512,0.3674165713713,6000.0,400.0
G019.679-0.132,5.008899485236109,0.9161051242905156,1.0283114718896158,5200.0,600.0
G019.117-0.337,4.441716847313188,0.21908265107593028,0.22189280868516637,3300.0,500.0
G020.080-0.135,5.649838963835845,1.0520699206218032,1.1118009220898664,9300.0,800.0
G020.099-0.122,5.565450513505791,0.33332221407914453,0.3437687969153016,5200.0,1800.0
G020.989+0.090,7.355912909085899,1.305163515246294,1.319061130052285,7300.0,1000.0
G020.740-0.085,5.041665256204244,0.24415293421589457,0.25007098694850516,7700.0,700.0
G020.682-0.157,4.97769386288997,0.24268478974009255,0.23997245546241874,4900.0,700.0
G021.874+0.008,6.813628634410478,1.1680100118440402,1.2361475883054984,7000.0,700.0
G022.759-0.479,4.141152645013538,0.2947557275870656,0.32356481706414897,8800.0,800.0
G023.955+0.150,4.159752841321431,0.27656714375644054,0.30868418589980706,5400.0,300.0
G023.870-0.120,4.68087559727104,0.6723608539909596,0.806335814892801,5600.0,500.0
G023.709+0.170,3.585195717940187,0.19695526787149076,0.2727685067083283,6200.0,400.0
G023.437-0.209,3.936094547594116,0.13798519241275597,0.14924767507271453,6400.0,500.0
G023.460-0.180,3.6909616149767417,0.2334482236892006,0.3075650301617596,4500.0,700.0
G023.247-0.237,3.61682584020738,0.40066286048061794,1.026327148009572,3200.0,400.0
G023.384-0.142,3.9889638399788336,0.14391143786838256,0.16016543985152376,4200.0,700.0
G024.470+0.490,3.739538697554804,0.20417819736137233,0.2801389360711397,6600.0,300.0
G024.797+0.098,3.6924111409641975,0.17080413532548677,0.26284945009155436,5300.0,300.0
G024.507-0.222,4.095678366966655,0.14399481882496756,0.15972286425785764,5100.0,500.0
G024.675-0.155,3.680405433588154,0.1741024912760607,0.26424161884214525,6300.0,500.0
G024.494-0.039,3.773716789869239,0.3005341516432387,0.4521350575027201,6200.0,700.0
G024.402+0.071,3.9100811503507495,0.12302572230702014,0.14436306442901925,5400.0,800.0
